avgX_Vel,stdX_Vel,medianX_Vel,avgX_Acc,stdX_Acc,medianX_Acc,avgY_Vel,stdY_Vel,medianY_Vel,avgY_Acc,stdY_Acc,medianY_Acc,Space_Headway
28.572921747963107,6.341690748877929,28.250000001862645,0.43518494900460925,4.6181133049166005,0.0,25.188645833330792,5.191198171272677,25.24749999982305,-0.2779432398001889,5.138890971746299,-0.0,24.479942116081173
23.99269733841284,5.589122643263268,25.904999999329448,0.14883966301409038,3.805567071659578,0.0,21.819034465775513,4.651245849229209,23.03000000072643,-0.024550041864653087,3.8963876074217043,-0.0,13.246449954694533
22.453434087573722,4.409473151938189,22.394999996758997,0.552162520942011,4.941804164237755,0.0,20.169268862767492,3.898297926196867,19.795000000158325,-0.3742426087997767,5.026808627099016,-0.0,14.0930575326795
24.23539374804587,4.159429124794294,25.13499999884516,0.2541861669642444,4.15370671796584,0.0,22.023821657665266,4.637659478254618,21.0999999998603,-0.038082997568743546,4.379130733861133,-0.0,44.950160537673156
23.609214252251917,4.9686107180702885,22.752500001806766,0.5283664708005973,5.351014086947526,0.0,21.565373501342506,4.253746932391241,21.920000000391155,-0.29528411869541443,5.265578008220581,-0.0,15.83848145904119
23.727466676813634,5.068479698753221,22.662500001024455,0.5141373350889198,4.871980286069368,0.0,21.43512418610331,4.751298643010798,20.535000000381842,-0.3247639812557505,5.026785188789195,-0.0,32.425172243484845
24.194049526589765,5.347011619428481,23.590000001713634,0.5503377315961667,5.157109710561204,0.0,21.79258527121214,4.929082104914236,21.380000000353903,-0.3577618205201441,5.239162890518725,-0.0,8.837805373948653
22.481769929796407,4.378219923097696,22.624999997206032,0.5313911859488686,4.2858082646604005,0.0,20.218126176733,3.9827839025118323,20.125000000116415,-0.34687027988085256,4.545487526775624,-0.0,12.070579039982146
24.804338856403007,4.772738225486475,26.165000000037253,0.41227368427310923,5.513837788939849,0.0,22.550174487282977,4.823246782550549,22.924999999813735,-0.12044112426650196,5.007812287082441,-0.0,45.440249396268754
23.00813875169337,5.2547631552853575,22.59000000078231,0.5818599558174478,9.746187577200445,0.0,20.809204942672192,4.571130675108249,20.62999999965541,-0.3516619773276604,9.004670984091636,-0.0,35.755403064738616
22.51254026603264,4.6111449687995325,22.59000000078231,0.4756009098159509,4.577349360108594,0.0,20.21107671966478,4.204468478045263,19.769999999552965,-0.2686553083330818,4.728681512616156,-0.0,8.484864229617019
